Name,Start,End,Number of Tracks,Length,Electrified,Min Curvature,Speed Limit Track,Speed Limit,Speed Limit Double Tilt,Speed Limit Tilt,Speed Curve,Speed Curve Double Tilt,Speed Curve Tilt
North Shore,Waverton Tunnel,Waverton Station North,2,240,Yes,500,200,85,105,115,85,105,115
Waverton Station,Waverton Station North,Waverton Station South,3,160,Yes,500,200,85,105,115,85,105,115
North Shore,Waverton Station South,Lavender Bay Yards,3,80,Yes,500,200,85,105,115,85,105,115
North Shore,Lavender Bay Yards,North Sydney Tunnel,4,280,Yes,900,200,115,145,155,115,145,155
North Shore,North Sydney Tunnel,North Sydney Station West,4,450,Yes,0,200,200,200,200,200,200,200
North Sydney Station,North Sydney Station West,North Sydney Station East,4,160,Yes,0,200,200,200,200,200,200,200
North Shore,North Sydney Station East,Milsons Point Station North,2,550,Yes,500,200,85,105,115,85,105,115
Milsons Point Station,Milsons Point Station North,Milsons Point Station South,2,170,Yes,0,200,200,200,200,200,200,200
North Shore,Milsons Point Station South,Harbour Bridge North,2,420,Yes,400,200,75,95,100,75,95,100
North Shore,Harbour Bridge North,Harbour Bridge South,2,1090,Yes,0,200,200,200,200,200,200,200
North Shore,Harbour Bridge South,Grosvenor Street,2,500,Yes,700,200,100,125,135,100,125,135
North Shore,Grosvenor Street,Wynyard Station North,4,220,Yes,0,200,200,200,200,200,200,200
Wynyard Station,Wynyard Station North,Wynyard Station South,4,160,Yes,0,200,200,200,200,200,200,200
North Shore,Wynyard Station South,Town Hall Station North,4,680,Yes,0,200,200,200,200,200,200,200
Town Hall Station,Town Hall Station North,Town Hall Station South,6,160,Yes,0,200,200,200,200,200,200,200
North Shore,Town Hall Station South,Campbell Street Tunnel,6,640,Yes,500,200,85,105,115,85,105,115
Main Suburban,Campbell Street Tunnel,Central Station Suburban North,8,450,Yes,1600,200,155,195,200,155,195,200
City Circle,Grosvenor Street,Cahill Expressway Straight,2,370,Yes,150,200,45,55,60,45,55,60
City Circle,Cahill Expressway Straight,Circular Quay Station West,2,170,Yes,0,200,200,200,200,200,200,200
Circular Quay Station,Circular Quay Station West,Circular Quay Station East,2,160,Yes,0,200,200,200,200,200,200,200
City Circle,Circular Quay Station East,Macquarie Street Curve,2,360,Yes,150,200,45,55,60,45,55,60
City Circle,Macquarie Street Curve,City Circle Straight,2,390,Yes,500,200,85,105,115,85,105,115
City Circle,City Circle Straight,St James Station North,2,430,Yes,0,200,200,200,200,200,200,200
St James Station,St James Station North,St James Station South,2,160,Yes,0,200,200,200,200,200,200,200
City Circle,St James Station South,Museum Station North,2,500,Yes,0,200,200,200,200,200,200,200
Museum Station,Museum Station North,Museum Station South,2,160,Yes,0,200,200,200,200,200,200,200
City Circle,Museum Station South,Campbell Street Tunnel,2,290,Yes,900,200,115,145,155,115,145,155
Strathfield Junction,Strathfield Intersection East,Strathfield Intersection West,6,510,Yes,1900,200,170,200,200,170,200,200
Strathfield Junction,Strathfield Intersection North,Strathfield Intersection West,2,390,Yes,200,200,50,65,70,50,65,70
Main Suburban,Strathfield Intersection West,Homebush Station East,7,60,Yes,1200,200,135,165,180,135,165,180
Homebush Station,Homebush Station East,Homebush Station West,7,160,Yes,1200,200,135,165,180,135,165,180
Main Suburban,Homebush Station West,Homebush Bend,6,480,Yes,0,200,200,200,200,200,200,200
Main Suburban,Homebush Bend,Flemington East,6,940,Yes,1100,200,130,160,175,130,160,175
Main Suburban,Flemington East,Flemington West,6,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Flemington West,Flemington Junction East,6,240,Yes,0,200,200,200,200,200,200,200
Main Suburban,Flemington Junction East,Flemington Straight,4,1080,Yes,1600,200,155,195,200,155,195,200
Main Suburban,Flemington Straight,Flemington Junction West,4,360,Yes,0,200,200,200,200,200,200,200
Flemington Inner Junction,Flemington Junction West,Flemington Maintence Centre West,4,150,Yes,200,200,50,65,70,50,65,70
Flemington Inner Junction,Flemington Maintence Centre West,Flemington Inner Junction Straight,2,280,Yes,300,200,65,80,85,65,80,85
Flemington Inner Junction,Flemington Inner Junction Straight,Flemington Inner Junction West,2,320,Yes,500,200,85,105,115,85,105,115
Flemington Inner Junction,Flemington Junction East,Flemington Maintence Centre East,4,230,Yes,900,200,115,145,155,115,145,155
Flemington Inner Junction,Flemington Maintence Centre East,Flemington Inner Junction North,2,540,Yes,200,200,50,65,70,50,65,70
Flemington Inner Junction,Flemington Inner Junction West,Flemington Maintence Centre East,2,570,Yes,300,200,65,80,85,65,80,85
Flemington Inner Junction,Flemington Inner Junction West,Flemington Inner Junction North,2,250,Yes,400,200,75,95,100,75,95,100
Flemington Inner Junction,Flemington Maintence Centre West,Flemington West Junction South,2,460,Yes,200,200,50,65,70,50,65,70
Flemington Inner Junction,Flemington Inner Junction West,Flemington West Junction South,2,350,Yes,200,200,50,65,70,50,65,70
Main Suburban,Flemington Junction West,Lidcombe Curve,5,220,Yes,0,200,200,200,200,200,200,200
Main Suburban,Lidcombe Curve,Lidcombe Station East,5,230,Yes,700,200,100,125,135,100,125,135
Lidcombe Station,Lidcombe Station East,Lidcombe Station West,5,200,Yes,700,200,100,125,135,100,125,135
Lidcombe Junction,Lidcombe Station West,Lidcombe Junction North,4,410,Yes,700,200,100,125,135,100,125,135
Lidcombe Junction,Lidcombe Junction North,Lidcombe Junction South,1,300,Yes,200,200,50,65,70,50,65,70
Lidcombe Junction,Lidcombe Station West,Lidcombe Junction South,2,380,Yes,300,200,65,80,85,65,80,85
Main Suburban,Lidcombe Junction North,Auburn Station South,4,1410,Yes,0,200,200,200,200,200,200,200
Auburn Station,Auburn Station South,Auburn Station North,4,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Auburn Station North,Auburn Maintence Centre South,4,270,Yes,0,200,200,200,200,200,200,200
Main Suburban,Auburn Maintence Centre South,Auburn Curve,4,790,Yes,0,200,200,200,200,200,200,200
Main Suburban,Auburn Curve,Auburn Maintence Centre North,4,640,Yes,1900,200,170,200,200,170,200,200
Main Suburban,Auburn Maintence Centre North,Clyde Station East,6,170,Yes,0,200,200,200,200,200,200,200
Clyde Station,Clyde Station East,Clyde Station West,6,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Clyde Station West,Granville Station East,5,410,Yes,0,200,200,200,200,200,200,200
Granville Station,Granville Station East,Granville Station West,4,180,Yes,0,200,200,200,200,200,200,200
Main Suburban,Granville Station West,Granville Junction East,4,160,Yes,0,200,200,200,200,200,200,200
Granville Junction,Granville Junction East,Granville Junction North,4,660,Yes,900,200,115,145,155,115,145,155
Granville Junction,Granville Junction East,Granville Junction West,2,600,Yes,600,200,95,115,125,95,115,125
Granville Junction,Granville Junction North,Granville Junction West,2,440,Yes,200,200,50,65,70,50,65,70
Main Western,Granville Junction North,Harris Park Station South,4,290,Yes,900,200,115,145,155,115,145,155
Harris Park Station,Harris Park Station South,Harris Park Station North,4,170,Yes,900,200,115,145,155,115,145,155
Main Western,Harris Park Station North,Parramatta Station East,4,510,Yes,600,200,95,115,125,95,115,125
Paramatta Station,Parramatta Station East,Parramatta Station West,4,220,Yes,600,200,95,115,125,95,115,125
Main Western,Parramatta Station West,Parramatta Straight,4,130,Yes,600,200,95,115,125,95,115,125
Main Western,Parramatta Straight,Parramatta Curve,4,350,Yes,0,200,200,200,200,200,200,200
Main Western,Parramatta Curve,Westmead Bend,4,540,Yes,800,200,110,135,145,110,135,145
Main Western,Westmead Bend,Westmead Station East,4,730,Yes,1100,200,130,160,175,130,160,175
Westmead Station,Westmead Station East,Westmead Station West,4,160,Yes,1200,200,135,165,180,135,165,180
Main Western,Westmead Station West,Wentworthville Station East,4,1310,Yes,1200,200,135,165,180,135,165,180
Wentworthville Station,Wentworthville Station East,Wentworthville Station West,4,160,Yes,1500,200,150,190,200,150,190,200
Main Western,Wentworthville Station West,Pendle Hill Bend,4,980,Yes,1500,200,150,190,200,150,190,200
Pendle Hill Station,Pendle Hill Bend,Pendle Hill Station South,4,530,Yes,1100,200,130,160,175,130,160,175
Main Western,Pendle Hill Station South,Pendle Hill Station North,4,160,Yes,1100,200,130,160,175,130,160,175
Main Western,Pendle Hill Station North,Pendle Hill Straight,4,780,Yes,1100,200,130,160,175,130,160,175
Main Western,Pendle Hill Straight,Toongabbie Station South,4,740,Yes,0,200,200,200,200,200,200,200
Toongabbie Station,Toongabbie Station South,Toongabbie Station North,4,160,Yes,1700,200,160,200,200,160,200,200
Main Western,Toongabbie Station North,Seven Hills Station East,4,1940,Yes,1700,200,160,200,200,160,200,200
Seven Hills Station,Seven Hills Station East,Seven Hills Station West,4,160,Yes,1700,200,160,200,200,160,200,200
Main Western,Seven Hills Station West,Seven Hills Curve,4,1190,Yes,2100,200,180,200,200,180,200,200
Main Western,Seven Hills Curve,Blacktown Split,5,1300,Yes,1500,200,150,190,200,150,190,200
Main Western,Blacktown Split,Blacktown Western Station East,5,180,Yes,0,200,200,200,200,200,200,200
Blacktown Western Station,Blacktown Western Station East,Blacktown Western Station West,5,200,Yes,0,200,200,200,200,200,200,200
Main Western,Blacktown Western Station West,Doonside Curve,4,2430,Yes,0,200,200,200,200,200,200,200
Main Western,Doonside Curve,Doonside Station East,4,1060,Yes,2100,200,180,200,200,180,200,200
Doonside Station,Doonside Station East,Doonside Station West,4,170,Yes,2100,200,180,200,200,180,200,200
Main Western,Doonside Station West,Rooty Hill Station East,4,2140,Yes,0,200,200,200,200,200,200,200
Rooty Hill Station,Rooty Hill Station East,Rooty Hill Station West,4,190,Yes,2000,200,175,200,200,175,200,200
Main Western,Rooty Hill Station West,Rooty Hill Straight,4,750,Yes,2000,200,175,200,200,175,200,200
Main Western,Rooty Hill Straight,Mount Druitt Station East,4,1460,Yes,0,200,200,200,200,200,200,200
Mount Druitt Station,Mount Druitt Station East,Mount Druitt Station West,4,170,Yes,0,200,200,200,200,200,200,200
Main Western,Mount Druitt Station West,St Mary's Station East,4,3940,Yes,0,200,200,200,200,200,200,200
St Mary's Station,St Mary's Station East,St Mary's Station West,4,210,Yes,0,200,200,200,200,200,200,200
Main Western,St Mary's Station West,St Mary's Cargo Terminal,3,270,Yes,0,200,200,200,200,200,200,200
Main Western,St Mary's Cargo Terminal,Werrington Station East,2,1190,Yes,0,200,200,200,200,200,200,200
Werrington Station,Werrington Station East,Werrington Station West,2,200,Yes,0,200,200,200,200,200,200,200
Main Western,Werrington Station West,Werrington Curve,2,710,Yes,0,200,200,200,200,200,200,200
Main Western,Werrington Curve,Werrington Straight,2,480,Yes,1500,200,150,190,200,150,190,200
Main Western,Werrington Straight,Kingswood Curve,2,1590,Yes,0,200,200,200,200,200,200,200
Main Western,Kingswood Curve,Kingswood Straight,2,520,Yes,1700,200,160,200,200,160,200,200
Main Western,Kingswood Straight,Kingswood Station East,2,120,Yes,0,200,200,200,200,200,200,200
Kingswood Station,Kingswood Station East,Kingswood Station West,2,160,Yes,0,200,200,200,200,200,200,200
Main Western,Kingswood Station West,Kingswood Bend,2,580,Yes,0,200,200,200,200,200,200,200
Main Western,Kingswood Bend,Penrith Curve,2,550,Yes,1600,200,155,195,200,155,195,200
Main Western,Penrith Curve,Penrith Station East,2,1070,Yes,2000,200,175,200,200,175,200,200
Penrith Station,Penrith Station East,Penrith Station West,3,200,Yes,0,200,200,200,200,200,200,200
Main Western,Penrith Station West,Penrith Yards West,2,590,Yes,0,200,200,200,200,200,200,200
Main Western,Penrith Yards West,Victoria Bridge Bend,2,880,Yes,1400,200,145,180,195,145,180,195
Main Western,Victoria Bridge Bend,Emu Plains Straight,2,410,Yes,300,200,65,80,85,65,80,85
Main Western,Emu Plains Straight,Emu Plains Station East,2,290,Yes,0,200,200,200,200,200,200,200
Emu Plains Station,Emu Plains Station East,Emu Plains Station West,2,200,Yes,0,200,200,200,200,200,200,200
Main Western,Emu Plains Station West,Emu Plains Curve,2,1270,Yes,0,200,200,200,200,200,200,200
Main Western,Emu Plains Curve,Emu Plains Bend,2,780,Yes,600,200,95,115,125,95,115,125
Main Western,Emu Plains Bend,Lapstone Creek,2,1150,Yes,300,200,65,80,85,65,80,85
Main Western,Lapstone Creek,Knapsack Gully,2,1340,Yes,600,200,95,115,125,95,115,125
Main Western,Knapsack Gully,Lapstone Station North,2,1440,Yes,400,200,75,95,100,75,95,100
Lapstone Station,Lapstone Station North,Lapstone Station South,2,180,Yes,700,200,100,125,135,100,125,135
Main Western,Lapstone Station South,Glenbrook Gorge,2,1510,Yes,400,200,75,95,100,75,95,100
Main Western,Glenbrook Gorge,Chalmers Lookout,2,370,Yes,200,200,50,65,70,50,65,70
Main Western,Chalmers Lookout,Glenbrook Station East,2,1420,Yes,300,200,65,80,85,65,80,85
Glenbrook Station,Glenbrook Station East,Glenbrook Station West,2,180,Yes,600,200,95,115,125,95,115,125
Main Western,Glenbrook Station West,Blaxland Bend,2,2030,Yes,600,200,95,115,125,95,115,125
Main Western,Blaxland Bend,Blaxland Straight,2,470,Yes,400,200,75,95,100,75,95,100
Main Western,Blaxland Straight,Blaxland Curve,2,730,Yes,1400,200,145,180,195,145,180,195
Main Western,Blaxland Curve,Blaxland Station East,2,1000,Yes,300,200,65,80,85,65,80,85
Blaxland Station,Blaxland Station East,Blaxland Station West,2,180,Yes,800,200,110,135,145,110,135,145
Main Western,Blaxland Station West,Blaxland Bends South,2,1160,Yes,800,200,110,135,145,110,135,145
Main Western,Blaxland Bends South,Blaxland Bends North,2,320,Yes,300,200,65,80,85,65,80,85
Main Western,Blaxland Bends North,Warrimoo Station East,2,1170,Yes,900,200,115,145,155,115,145,155
Warrimoo Station,Warrimoo Station East,Warrimoo Station West,2,170,Yes,400,200,75,95,100,75,95,100
Main Western,Warrimoo Station West,Warrimoo Bend,2,410,Yes,400,200,75,95,100,75,95,100
Main Western,Warrimoo Bend,Warrimoo Curves,2,400,Yes,200,200,50,65,70,50,65,70
Main Western,Warrimoo Curves,Waratah Road Bend,2,540,Yes,1000,200,125,150,165,125,150,165
Main Western,Waratah Road Bend,Green Parade Curves,2,530,Yes,300,200,65,80,85,65,80,85
Main Western,Green Parade Curves,Valley Heights Curve South,2,670,Yes,600,200,95,115,125,95,115,125
Main Western,Valley Heights Curve South,Valley Heights Station South,3,400,Yes,1000,200,125,150,165,125,150,165
Valley Heights Station,Valley Heights Station South,Valley Heights Station North,3,180,Yes,1000,200,125,150,165,125,150,165
Main Western,Valley Heights Station North,Valley Heights Straight,2,430,Yes,200,200,50,65,70,50,65,70
Main Western,Valley Heights Straight,Rollys Hill Bend,2,340,Yes,1500,200,150,190,200,150,190,200
Main Western,Rollys Hill Bend,Macquarie Road Curve,2,880,Yes,250,200,60,70,80,60,70,80
Main Western,Macquarie Road Curve,Springwood Station North,2,470,Yes,500,200,85,105,115,85,105,115
Springwood Station,Springwood Station North,Springwood Station South,2,190,Yes,250,200,60,70,80,60,70,80
Main Western,Springwood Station South,Springwood Straight,2,630,Yes,400,200,75,95,100,75,95,100
Main Western,Springwood Straight,Faulconbridge Curve,2,1300,Yes,1200,200,135,165,180,135,165,180
Main Western,Faulconbridge Curve,Faulconbridge Station North,2,1140,Yes,300,200,65,80,85,65,80,85
Faulconbridge Station,Faulconbridge Station North,Faulconbridge Station South,2,190,Yes,1000,200,125,150,165,125,150,165
Main Western,Faulconbridge Station South,Ticehurst Bend,2,1000,Yes,600,200,95,115,125,95,115,125
Main Western,Ticehurst Bend,Sassafras Ridge,2,650,Yes,400,200,75,95,100,75,95,100
Main Western,Sassafras Ridge,Todarellos Fruit Bend,2,750,Yes,700,200,100,125,135,100,125,135
Main Western,Todarellos Fruit Bend,Linden Bend,2,660,Yes,1100,200,130,160,175,130,160,175
Main Western,Linden Bend,Linden Station East,2,630,Yes,400,200,75,95,100,75,95,100
Linden Station,Linden Station East,Linden Station West,2,130,Yes,400,200,75,95,100,75,95,100
Main Western,Linden Station West,Linden RFS,2,640,Yes,1100,200,130,160,175,130,160,175
Main Western,Linden RFS,Woodford Bends,2,2150,Yes,400,200,75,95,100,75,95,100
Main Western,Woodford Bends,Woodford Station East,2,610,Yes,200,200,50,65,70,50,65,70
Main Western,Woodford Station East,Woodford Station West,2,200,Yes,300,200,65,80,85,65,80,85
Main Western,Woodford Station West,Woodford Bend,2,890,Yes,900,200,115,145,155,115,145,155
Main Western,Woodford Bend,Hazelbrook Gentle,2,1350,Yes,500,200,85,105,115,85,105,115
Main Western,Hazelbrook Gentle,Hazelbrook Station South,2,670,Yes,800,200,110,135,145,110,135,145
Hazelbrook Station,Hazelbrook Station South,Hazelbrook Station North,2,190,Yes,600,200,95,115,125,95,115,125
Main Western,Hazelbrook Station North,Hazelbrook Bend,2,960,Yes,600,200,95,115,125,95,115,125
Main Western,Hazelbrook Bend,Lawson Straight,2,620,Yes,300,200,65,80,85,65,80,85
Main Western,Lawson Straight,Lawson Bend,2,610,Yes,600,200,95,115,125,95,115,125
Main Western,Lawson Bend,Lawson Station East,2,200,Yes,500,200,85,105,115,85,105,115
Lawson Station,Lawson Station East,Lawson Station West,2,190,Yes,1600,200,155,195,200,155,195,200
Main Western,Lawson Station West,Lawson Upper Bend,2,640,Yes,1600,200,155,195,200,155,195,200
Main Western,Lawson Upper Bend,Bullaburra Station East,2,800,Yes,300,200,65,80,85,65,80,85
